id,pincode,district,district_id,statename,state_id
13994,700038,KOLKATA,,WEST BENGAL,
13995,700043,KOLKATA,,WEST BENGAL,
13996,700024,KOLKATA,,WEST BENGAL,
13997,700023,KOLKATA,,WEST BENGAL,
13998,700006,KOLKATA,,WEST BENGAL,
13999,700007,KOLKATA,,WEST BENGAL,
14000,700132,24 PARAGANAS NORTH,,WEST BENGAL,
14001,743252,24 PARAGANAS NORTH,,WEST BENGAL,
14002,700127,24 PARAGANAS NORTH,,WEST BENGAL,
14003,743438,24 PARAGANAS NORTH,,WEST BENGAL,
14004,743286,24 PARAGANAS NORTH,,WEST BENGAL,
14005,731224,BIRBHUM,,WEST BENGAL,
14006,731223,BIRBHUM,,WEST BENGAL,
14007,731101,BIRBHUM,,WEST BENGAL,
14008,731204,BIRBHUM,,WEST BENGAL,
14009,731235,BIRBHUM,,WEST BENGAL,
14010,700086,KOLKATA,,WEST BENGAL,
14011,700032,KOLKATA,,WEST BENGAL,
14012,700107,KOLKATA,,WEST BENGAL,
14013,700047,KOLKATA,,WEST BENGAL,
14014,700022,KOLKATA,,WEST BENGAL,
14015,700020,KOLKATA,,WEST BENGAL,
14016,700099,KOLKATA,,WEST BENGAL,
14017,700075,KOLKATA,,WEST BENGAL,
14018,700094,KOLKATA,,WEST BENGAL,
14019,700073,KOLKATA,,WEST BENGAL,
14020,700087,KOLKATA,,WEST BENGAL,
14021,700071,KOLKATA,,WEST BENGAL,
14022,700017,KOLKATA,,WEST BENGAL,
14023,700157,24 PARAGANAS NORTH,,WEST BENGAL,
14024,700085,KOLKATA,,WEST BENGAL,
14025,700091,24 PARAGANAS NORTH,,WEST BENGAL,
14026,700011,KOLKATA,,WEST BENGAL,
14027,700014,KOLKATA,,WEST BENGAL,
14028,700160,24 PARAGANAS NORTH,,WEST BENGAL,
14029,700037,KOLKATA,,WEST BENGAL,
14030,700028,24 PARAGANAS NORTH,,WEST BENGAL,
14031,700065,24 PARAGANAS NORTH,,WEST BENGAL,
14032,700036,24 PARAGANAS NORTH,,WEST BENGAL,
14033,700080,24 PARAGANAS NORTH,,WEST BENGAL,
14034,700074,24 PARAGANAS NORTH,,WEST BENGAL,
14035,700002,KOLKATA,,WEST BENGAL,
14036,742103,MURSHIDABAD,,WEST BENGAL,
14037,742101,MURSHIDABAD,,WEST BENGAL,
14038,742306,MURSHIDABAD,,WEST BENGAL,
14039,742407,MURSHIDABAD,,WEST BENGAL,
14040,742408,MURSHIDABAD,,WEST BENGAL,
14041,742137,MURSHIDABAD,,WEST BENGAL,
14042,742236,MURSHIDABAD,,WEST BENGAL,
14043,742238,MURSHIDABAD,,WEST BENGAL,
14044,741101,NADIA,,WEST BENGAL,
14045,741319,PURBA BARDHAMAN,,WEST BENGAL,
14046,741162,NADIA,,WEST BENGAL,
14047,741234,NADIA,,WEST BENGAL,
14048,741127,NADIA,,WEST BENGAL,
14049,741201,NADIA,,WEST BENGAL,
14050,741232,NADIA,,WEST BENGAL,
14051,741151,NADIA,,WEST BENGAL,
14052,741247,NADIA,,WEST BENGAL,
14053,700122,24 PARAGANAS NORTH,,WEST BENGAL,
14054,700120,24 PARAGANAS NORTH,,WEST BENGAL,
14055,743133,24 PARAGANAS NORTH,,WEST BENGAL,
14056,743125,24 PARAGANAS NORTH,,WEST BENGAL,
14057,743144,24 PARAGANAS NORTH,,WEST BENGAL,
14058,700119,24 PARAGANAS NORTH,,WEST BENGAL,
14059,700116,24 PARAGANAS NORTH,,WEST BENGAL,
14060,700158,24 PARAGANAS NORTH,,WEST BENGAL,
14061,700112,24 PARAGANAS NORTH,,WEST BENGAL,
14062,700056,24 PARAGANAS NORTH,,WEST BENGAL,
14063,700070,KOLKATA,,WEST BENGAL,
14064,700148,24 PARAGANAS SOUTH,,WEST BENGAL,
14065,700146,24 PARAGANAS SOUTH,,WEST BENGAL,
14066,700147,24 PARAGANAS SOUTH,,WEST BENGAL,
14067,744304,NICOBARS,,ANDAMAN AND NICOBAR ISLANDS,
14068,735208,Alipurduar,,WEST BENGAL,
14069,736101,COOCHBEHAR,,WEST BENGAL,
14070,736208,Alipurduar,,WEST BENGAL,
14071,734203,DARJEELING,,WEST BENGAL,
14072,734103,DARJEELING,,WEST BENGAL,
14073,734315,KALIMPONG,,WEST BENGAL,
14074,734215,DARJEELING,,WEST BENGAL,
14075,734311,KALIMPONG,,WEST BENGAL,
14076,734007,JALPAIGURI,,WEST BENGAL,
14077,734313,DARJEELING,,WEST BENGAL,
14078,734013,DARJEELING,,WEST BENGAL,
14079,734001,DARJEELING,,WEST BENGAL,
14080,735101,JALPAIGURI,,WEST BENGAL,
14081,735301,COOCHBEHAR,,WEST BENGAL,
14082,735212,JALPAIGURI,,WEST BENGAL,
14083,735203,JALPAIGURI,,WEST BENGAL,
14084,735205,JALPAIGURI,,WEST BENGAL,
14085,735209,JALPAIGURI,,WEST BENGAL,
14086,735234,JALPAIGURI,,WEST BENGAL,
14087,732101,MALDAH,,WEST BENGAL,
14088,732144,MALDAH,,WEST BENGAL,
14089,732215,MALDAH,,WEST BENGAL,
14090,737132,Pakyong,,SIKKIM,
14091,733158,DINAJPUR UTTAR,,WEST BENGAL,
14092,733101,DINAJPUR DAKSHIN,,WEST BENGAL,
14093,733134,DINAJPUR UTTAR,,WEST BENGAL,
14094,713324,PASCHIM BARDHAMAN,,WEST BENGAL,
14095,713365,PASCHIM BARDHAMAN,,WEST BENGAL,
14096,713304,PASCHIM BARDHAMAN,,WEST BENGAL,
14097,713343,PASCHIM BARDHAMAN,,WEST BENGAL,
14098,713372,PASCHIM BARDHAMAN,,WEST BENGAL,
14099,713302,PASCHIM BARDHAMAN,,WEST BENGAL,
14100,713303,PASCHIM BARDHAMAN,,WEST BENGAL,
14101,713214,PASCHIM BARDHAMAN,,WEST BENGAL,
14102,713208,PASCHIM BARDHAMAN,,WEST BENGAL,
14103,713203,PASCHIM BARDHAMAN,,WEST BENGAL,
14104,713209,PASCHIM BARDHAMAN,,WEST BENGAL,
14105,713211,PASCHIM BARDHAMAN,,WEST BENGAL,
14106,713207,PASCHIM BARDHAMAN,,WEST BENGAL,
14107,713217,PASCHIM BARDHAMAN,,WEST BENGAL,
14108,713338,PASCHIM BARDHAMAN,,WEST BENGAL,
14109,713362,PASCHIM BARDHAMAN,,WEST BENGAL,
14110,722154,BANKURA,,WEST BENGAL,
14111,722204,BANKURA,,WEST BENGAL,
14112,713154,PURBA BARDHAMAN,,WEST BENGAL,
14113,713126,PURBA BARDHAMAN,,WEST BENGAL,
14114,713421,PURBA BARDHAMAN,,WEST BENGAL,
14115,713149,PURBA BARDHAMAN,,WEST BENGAL,
14116,713502,PURBA BARDHAMAN,,WEST BENGAL,
14117,713130,PURBA BARDHAMAN,,WEST BENGAL,
14118,713519,PURBA BARDHAMAN,,WEST BENGAL,
14119,721420,MEDINIPUR WEST,,WEST BENGAL,
14120,721403,MEDINIPUR EAST,,WEST BENGAL,
14121,721404,MEDINIPUR EAST,,WEST BENGAL,
14122,721449,MEDINIPUR EAST,,WEST BENGAL,
14123,712601,HOOGHLY,,WEST BENGAL,
14124,712417,HOOGHLY,,WEST BENGAL,
14125,712121,HOOGHLY,,WEST BENGAL,
14126,712503,HOOGHLY,,WEST BENGAL,
14127,712136,HOOGHLY,,WEST BENGAL,
14128,712702,HOOGHLY,,WEST BENGAL,
14129,712235,HOOGHLY,,WEST BENGAL,
14130,712311,HOOGHLY,,WEST BENGAL,
14131,712138,HOOGHLY,,WEST BENGAL,
14132,712248,HOOGHLY,,WEST BENGAL,
14133,711403,HOWRAH,,WEST BENGAL,
14134,711309,HOWRAH,,WEST BENGAL,
14135,711414,HOWRAH,,WEST BENGAL,
14136,711102,HOWRAH,,WEST BENGAL,
14137,711106,HOWRAH,,WEST BENGAL,
14138,711205,HOWRAH,,WEST BENGAL,
14139,721303,MEDINIPUR WEST,,WEST BENGAL,
14140,721515,Jhargram,,WEST BENGAL,
14141,721124,MEDINIPUR WEST,,WEST BENGAL,
14142,721306,MEDINIPUR WEST,,WEST BENGAL,
14143,721131,MEDINIPUR EAST,,WEST BENGAL,
14144,723101,PURULIA,,WEST BENGAL,
14145,723142,PURULIA,,WEST BENGAL,
14146,721158,MEDINIPUR EAST,,WEST BENGAL,
14147,721606,MEDINIPUR EAST,,WEST BENGAL,
14148,721629,MEDINIPUR EAST,,WEST BENGAL,
14149,721636,MEDINIPUR EAST,,WEST BENGAL,
14150,500068,MEDCHAL MALKAJGIRI,,TELANGANA,
14151,521150,KRISHNA,,ANDHRA PRADESH,
14152,521135,KRISHNA,,ANDHRA PRADESH,
14153,521356,KRISHNA,,ANDHRA PRADESH,
14154,521004,KRISHNA,,ANDHRA PRADESH,
14155,522619,Palnadu,,ANDHRA PRADESH,
14156,522549,GUNTUR,,ANDHRA PRADESH,
14157,522436,GUNTUR,,ANDHRA PRADESH,
14158,524224,SPSR NELLORE,,ANDHRA PRADESH,
14159,524300,SPSR NELLORE,,ANDHRA PRADESH,
14160,524347,SPSR NELLORE,,ANDHRA PRADESH,
14161,523190,Bapatla,,ANDHRA PRADESH,
14162,523167,Bapatla,,ANDHRA PRADESH,
14163,523168,Bapatla,,ANDHRA PRADESH,
14164,523170,Bapatla,,ANDHRA PRADESH,
14165,523281,PRAKASAM,,ANDHRA PRADESH,
14166,506003,Bapatla,,ANDHRA PRADESH,
14167,523180,PRAKASAM,,ANDHRA PRADESH,
14168,523286,PRAKASAM,,ANDHRA PRADESH,
14169,523264,Bapatla,,ANDHRA PRADESH,
14170,523186,Bapatla,,ANDHRA PRADESH,
14171,523186,PRAKASAM,,ANDHRA PRADESH,
14172,523260,Bapatla,,ANDHRA PRADESH,
14173,534341,Eluru,,ANDHRA PRADESH,
14174,534197,Eluru,,ANDHRA PRADESH,
14175,534146,WEST GODAVARI,,ANDHRA PRADESH,
14176,534102,WEST GODAVARI,,ANDHRA PRADESH,
14177,506252,JANGOAN,,TELANGANA,
14178,522113,GUNTUR,,ANDHRA PRADESH,
14179,522258,Bapatla,,ANDHRA PRADESH,
14180,522314,Bapatla,,ANDHRA PRADESH,
14181,522317,Bapatla,,ANDHRA PRADESH,
14182,522325,Bapatla,,ANDHRA PRADESH,
14183,522211,Bapatla,,ANDHRA PRADESH,
14184,522304,GUNTUR,,ANDHRA PRADESH,
14185,522202,GUNTUR,,ANDHRA PRADESH,
14186,520007,NTR,,ANDHRA PRADESH,
14187,521245,KRISHNA,,ANDHRA PRADESH,
14188,520015,NTR,,ANDHRA PRADESH,
14189,521102,KRISHNA,,ANDHRA PRADESH,
14190,520012,NTR,,ANDHRA PRADESH,
14191,521227,NTR,,ANDHRA PRADESH,
14192,521256,KRISHNA,,ANDHRA PRADESH,
14193,521183,NTR,,ANDHRA PRADESH,
14194,521286,Eluru,,ANDHRA PRADESH,
14195,533218,Konaseema,,ANDHRA PRADESH,
14196,531030,Alluri Sitharama Raju,,ANDHRA PRADESH,
14197,531021,Anakapalli,,ANDHRA PRADESH,
14198,533006,Kakinada,,ANDHRA PRADESH,
14199,533462,Kakinada,,ANDHRA PRADESH,
14200,533464,Kakinada,,ANDHRA PRADESH,
14201,533464,EAST GODAVARI,,ANDHRA PRADESH,
14202,533428,Kakinada,,ANDHRA PRADESH,
14203,533445,Kakinada,,ANDHRA PRADESH,
14204,503206,NIZAMABAD,,TELANGANA,
14205,533408,EAST GODAVARI,,ANDHRA PRADESH,
14206,533448,Kakinada,,ANDHRA PRADESH,
14207,533429,Alluri Sitharama Raju,,ANDHRA PRADESH,
14208,533429,Kakinada,,ANDHRA PRADESH,
14209,535128,SRIKAKULAM,,ANDHRA PRADESH,
14210,535591,Parvathipuram Manyam,,ANDHRA PRADESH,
14211,503188,VIZIANAGARAM,,ANDHRA PRADESH,
14212,535521,VIZIANAGARAM,,ANDHRA PRADESH,
14213,535526,Parvathipuram Manyam,,ANDHRA PRADESH,
14214,532440,SRIKAKULAM,,ANDHRA PRADESH,
14215,533339,EAST GODAVARI,,ANDHRA PRADESH,
14216,533125,EAST GODAVARI,,ANDHRA PRADESH,
14217,533297,EAST GODAVARI,,ANDHRA PRADESH,
14218,533354,Alluri Sitharama Raju,,ANDHRA PRADESH,
14219,533290,EAST GODAVARI,,ANDHRA PRADESH,
14220,804451,NALANDA,,BIHAR,
14221,804452,JEHANABAD,,BIHAR,
14222,801111,PATNA,,BIHAR,
14223,802226,ROHTAS,,BIHAR,
14224,802216,ROHTAS,,BIHAR,
14225,802221,ROHTAS,,BIHAR,
14226,821312,ROHTAS,,BIHAR,
14227,821114,ROHTAS,,BIHAR,
14228,844111,MUZAFFARPUR,,BIHAR,
14229,844509,VAISHALI,,BIHAR,
14230,494228,NARAYANPUR,,CHHATTISGARH,
14231,495222,BILASPUR,,CHHATTISGARH,
14232,495115,BILASPUR,,CHHATTISGARH,
14233,495335,MUNGELI,,CHHATTISGARH,
14234,495330,BILASPUR,,CHHATTISGARH,
14235,495555,BILASPUR,,CHHATTISGARH,
14236,495671,JANJGIR-CHAMPA,,CHHATTISGARH,
14237,495671,KORBA,,CHHATTISGARH,
14238,495454,KORBA,,CHHATTISGARH,
14239,495682,KORBA,,CHHATTISGARH,
14240,490021,DURG,,CHHATTISGARH,
14241,491331,DURG,,CHHATTISGARH,
14242,491223,DURG,,CHHATTISGARH,
14243,491340,BEMETARA,,CHHATTISGARH,
14244,490036,BEMETARA,,CHHATTISGARH,
14245,491337,BEMETARA,,CHHATTISGARH,
14246,491665,BALOD,,CHHATTISGARH,
14247,497559,KOREA,,CHHATTISGARH,
14248,533354,EAST GODAVARI,,ANDHRA PRADESH,
14249,533233,Konaseema,,ANDHRA PRADESH,
14250,533343,EAST GODAVARI,,ANDHRA PRADESH,
14251,533263,Konaseema,,ANDHRA PRADESH,
14252,533263,Kakinada,,ANDHRA PRADESH,
14253,533309,Konaseema,,ANDHRA PRADESH,
14254,533346,EAST GODAVARI,,ANDHRA PRADESH,
14255,533340,Konaseema,,ANDHRA PRADESH,
14256,532456,SRIKAKULAM,,ANDHRA PRADESH,
14257,532427,SRIKAKULAM,,ANDHRA PRADESH,
14258,532428,SRIKAKULAM,,ANDHRA PRADESH,
14259,532190,SRIKAKULAM,,ANDHRA PRADESH,
14260,532405,SRIKAKULAM,,ANDHRA PRADESH,
14261,532219,SRIKAKULAM,,ANDHRA PRADESH,
14262,532263,SRIKAKULAM,,ANDHRA PRADESH,
14263,532218,SRIKAKULAM,,ANDHRA PRADESH,
14264,535002,VIZIANAGARAM,,ANDHRA PRADESH,
14265,535006,VIZIANAGARAM,,ANDHRA PRADESH,
14266,535213,VIZIANAGARAM,,ANDHRA PRADESH,
14267,786184,DIBRUGARH,,ASSAM,
14268,786602,DIBRUGARH,,ASSAM,
14269,786008,DIBRUGARH,,ASSAM,
14270,787033,LAKHIMPUR,,ASSAM,
