id,pincode,district_id,district,statename,state_id
4965,387345,,Kheda,Gujarat,
4966,388160,,Anand,Gujarat,
4967,388450,,Anand,Gujarat,
4968,387355,,Kheda,Gujarat,
4969,387360,,Kheda,Gujarat,
4970,388170,,Anand,Gujarat,
4971,387240,,Anand,Gujarat,
4972,388180,,Anand,Gujarat,
4973,388640,,Anand,Gujarat,
4974,388580,,Anand,Gujarat,
4975,396325,,Navsari,Gujarat,
4976,396521,,Navsari,Gujarat,
4977,396570,,Navsari,Gujarat,
4978,396040,,Navsari,Gujarat,
4979,396560,,Navsari,Gujarat,
4980,396060,,Navsari,Gujarat,
4981,396590,,Navsari,Gujarat,
4982,396580,,Navsari,Gujarat,
4983,396409,,Navsari,Gujarat,
4984,396310,,Navsari,Gujarat,
4985,396412,,Navsari,Gujarat,
4986,396360,,Navsari,Gujarat,
4987,396436,,Navsari,Gujarat,
4988,396439,,Navsari,Gujarat,
4989,396460,,Navsari,Gujarat,
4990,396463,,Navsari,Gujarat,
4991,396469,,Navsari,Gujarat,
4992,396475,,Navsari,Gujarat,
4993,389380,,Panch Mahals,Gujarat,
4994,389380,,Dohad,Gujarat,
4995,389382,,Dohad,Gujarat,
4996,389250,,Mahisagar,Gujarat,
4997,389146,,Dohad,Gujarat,
4998,389172,,Mahisagar,Gujarat,
4999,389160,,Dohad,Gujarat,
5000,389155,,Dohad,Gujarat,
5001,389170,,Dohad,Gujarat,
5002,389154,,Dohad,Gujarat,
5003,389180,,Dohad,Gujarat,
5004,389140,,Dohad,Gujarat,
5005,389265,,Mahisagar,Gujarat,
5006,389110,,Panch Mahals,Gujarat,
5007,389110,,Mahisagar,Gujarat,
5008,389130,,Dohad,Gujarat,
5009,389175,,Dohad,Gujarat,
5010,389260,,Mahisagar,Gujarat,
5011,389190,,Mahisagar,Gujarat,
5012,389190,,Dohad,Gujarat,
5013,389341,,Panch Mahals,Gujarat,
5014,389310,,Panch Mahals,Gujarat,
5015,389320,,Panch Mahals,Gujarat,
5016,389365,,Panch Mahals,Gujarat,
5017,389002,,Panch Mahals,Gujarat,
5018,389350,,Panch Mahals,Gujarat,
5019,389390,,Panch Mahals,Gujarat,
5020,389330,,Panch Mahals,Gujarat,
5021,389220,,Mahisagar,Gujarat,
5022,389230,,Mahisagar,Gujarat,
5023,389115,,Panch Mahals,Gujarat,
5024,389360,,Panch Mahals,Gujarat,
5025,389120,,Panch Mahals,Gujarat,
5026,389210,,Panch Mahals,Gujarat,
5027,389210,,Mahisagar,Gujarat,
5028,389370,,Panch Mahals,Gujarat,
5029,388710,,Panch Mahals,Gujarat,
5030,388270,,Mahisagar,Gujarat,
5031,389340,,Panch Mahals,Gujarat,
5032,395009,,Surat,Gujarat,
5033,394540,,Surat,Gujarat,
5034,395005,,Surat,Gujarat,
5035,394230,,Surat,Gujarat,
5036,395007,,Surat,Gujarat,
5037,394112,,Surat,Gujarat,
5038,394110,,Surat,Gujarat,
5039,394120,,Bharuch,Gujarat,
5040,394421,,Surat,Gujarat,
5041,394130,,Surat,Gujarat,
5042,394210,,Surat,Gujarat,
5043,394445,,Surat,Gujarat,
5044,394430,,Surat,Gujarat,
5045,394405,,Surat,Gujarat,
5046,394440,,Surat,Gujarat,
5047,395012,,Surat,Gujarat,
5048,391110,,Vadodara,Gujarat,
5049,391125,,Chhotaudepur,Gujarat,
5050,391130,,Chhotaudepur,Gujarat,
5051,391135,,Chhotaudepur,Gujarat,
5052,391105,,Vadodara,Gujarat,
5053,391165,,Chhotaudepur,Gujarat,
5054,391156,,Chhotaudepur,Gujarat,
5055,391110,,Chhotaudepur,Gujarat,
5056,391150,,Narmada,Gujarat,
5057,391120,,Narmada,Gujarat,
5058,391152,,Chhotaudepur,Gujarat,
5059,391170,,Chhotaudepur,Gujarat,
5060,391140,,Chhotaudepur,Gujarat,
5061,391150,,Chhotaudepur,Gujarat,
5062,391168,,Chhotaudepur,Gujarat,
5063,391160,,Chhotaudepur,Gujarat,
5064,391250,,Vadodara,Gujarat,
5065,391145,,Chhotaudepur,Gujarat,
5066,391115,,Vadodara,Gujarat,
5067,391107,,Vadodara,Gujarat,
5068,390019,,Vadodara,Gujarat,
5069,390022,,Vadodara,Gujarat,
5070,390010,,Vadodara,Gujarat,
5071,390014,,Vadodara,Gujarat,
5072,390004,,Vadodara,Gujarat,
5073,391780,,Vadodara,Gujarat,
5074,391244,,Vadodara,Gujarat,
5075,391774,,Vadodara,Gujarat,
5076,391510,,Vadodara,Gujarat,
5077,391210,,Vadodara,Gujarat,
5078,391450,,Vadodara,Gujarat,
5079,391220,,Vadodara,Gujarat,
5080,391330,,Vadodara,Gujarat,
5081,391421,,Vadodara,Gujarat,
5082,391240,,Vadodara,Gujarat,
5083,391430,,Vadodara,Gujarat,
5084,391440,,Vadodara,Gujarat,
5085,391243,,Vadodara,Gujarat,
5086,391350,,Vadodara,Gujarat,
5087,391445,,Vadodara,Gujarat,
5088,391761,,Vadodara,Gujarat,
5089,391761,,Chhotaudepur,Gujarat,
5090,391520,,Vadodara,Gujarat,
5091,391530,,Vadodara,Gujarat,
5092,391770,,Vadodara,Gujarat,
5093,391745,,Vadodara,Gujarat,
5094,391775,,Vadodara,Gujarat,
5095,391760,,Vadodara,Gujarat,
5096,392310,,Vadodara,Gujarat,
5097,396035,,Valsad,Gujarat,
5098,396051,,Navsari,Gujarat,
5099,396051,,Valsad,Gujarat,
5100,396045,,Valsad,Gujarat,
5101,396020,,Valsad,Gujarat,
5102,396105,,Valsad,Gujarat,
5103,396193,,Valsad,Gujarat,
5104,396215,,Daman,The Dadra And Nagar Haveli And Daman And Diu,
5105,396210,,Daman,The Dadra And Nagar Haveli And Daman And Diu,
5106,396050,,Valsad,Gujarat,
5107,396375,,Valsad,Gujarat,
5108,396240,,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,
5109,396125,,Valsad,Gujarat,
5110,396220,,Daman,The Dadra And Nagar Haveli And Daman And Diu,
5111,396126,,Valsad,Gujarat,
5112,396067,,Valsad,Gujarat,
5113,396065,,Valsad,Gujarat,
5114,396135,,Valsad,Gujarat,
5115,396235,,Valsad,Gujarat,
5116,396235,,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,
5117,396145,,Valsad,Gujarat,
5118,396150,,Valsad,Gujarat,
5119,396155,,Valsad,Gujarat,
5120,396230,,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,
5121,396230,,Valsad,Gujarat,
5122,396185,,Valsad,Gujarat,
5123,396170,,Valsad,Gujarat,
5124,396385,,Valsad,Gujarat,
5125,396007,,Valsad,Gujarat,
5126,396030,,Valsad,Gujarat,
5127,396191,,Valsad,Gujarat,
5128,134008,,Ambala,Haryana,
5129,134007,,Ambala,Haryana,
5130,134118,,Panchkula,Haryana,
5131,134201,,Ambala,Haryana,
5132,134201,,Panchkula,Haryana,
5133,133302,,Panchkula,Haryana,
5134,134203,,Ambala,Haryana,
5135,123001,,Mahendragarh,Haryana,
5136,134102,,Panchkula,Haryana,
5137,133010,,Ambala,Haryana,
5138,133202,,Ambala,Haryana,
5139,133102,,Ambala,Haryana,
5140,133004,,Ambala,Haryana,
5141,133203,,Ambala,Haryana,
5142,133104,,Ambala,Haryana,
5143,135106,,Yamunanagar,Haryana,
5144,135102,,Yamunanagar,Haryana,
5145,135101,,Yamunanagar,Haryana,
5146,135103,,Yamunanagar,Haryana,
5147,135003,,Yamunanagar,Haryana,
5148,133103,,Yamunanagar,Haryana,
5149,135133,,Yamunanagar,Haryana,
5150,133204,,Yamunanagar,Haryana,
5151,125060,,Sirsa,Haryana,
5152,133206,,Yamunanagar,Haryana,
5153,133206,,Ambala,Haryana,
5154,127307,,Charki Dadri,Haryana,
5155,127111,,Bhiwani,Haryana,
5156,127032,,Bhiwani,Haryana,
5157,127028,,Bhiwani,Haryana,
5158,127306,,Charki Dadri,Haryana,
5159,127022,,Charki Dadri,Haryana,
5160,127310,,Charki Dadri,Haryana,
5161,127030,,Bhiwani,Haryana,
5162,127029,,Bhiwani,Haryana,
5163,127114,,Bhiwani,Haryana,
5164,127201,,Bhiwani,Haryana,
5165,127311,,Bhiwani,Haryana,
5166,127041,,Bhiwani,Haryana,
5167,127043,,Bhiwani,Haryana,
5168,127042,,Charki Dadri,Haryana,
5169,127046,,Bhiwani,Haryana,
5170,127040,,Bhiwani,Haryana,
5171,121105,,Palwal,Haryana,
5172,121004,,Palwal,Haryana,
5173,121004,,Faridabad,Haryana,
5174,121103,,Palwal,Haryana,
5175,121102,,Palwal,Haryana,
5176,121101,,Faridabad,Haryana,
5177,686580,,Kottayam,Kerala,
5178,686604,,Kottayam,Kerala,
5179,686633,,Kottayam,Kerala,
5180,686603,,Kottayam,Kerala,
5181,686634,,Kottayam,Kerala,
5182,686607,,Kottayam,Kerala,
5183,686605,,Kottayam,Kerala,
5184,686606,,Kottayam,Kerala,
5185,686587,,Kottayam,Kerala,
5186,690534,,Alappuzha,Kerala,
5187,690514,,Alappuzha,Kerala,
5188,690535,,Alappuzha,Kerala,
5189,690517,,Alappuzha,Kerala,
5190,690533,,Alappuzha,Kerala,
5191,690503,,Alappuzha,Kerala,
5192,690104,,Alappuzha,Kerala,
5193,690110,,Alappuzha,Kerala,
5194,689508,,Alappuzha,Kerala,
5195,689520,,Alappuzha,Kerala,
5196,690103,,Alappuzha,Kerala,
5197,689509,,Alappuzha,Kerala,
5198,680518,,Thrissur,Kerala,
5199,680506,,Thrissur,Kerala,
5200,680511,,Thrissur,Kerala,
5201,680543,,Thrissur,Kerala,
5202,680519,,Thrissur,Kerala,
5203,680501,,Thrissur,Kerala,
5204,680505,,Thrissur,Kerala,
5205,680512,,Thrissur,Kerala,
5206,680522,,Thrissur,Kerala,
5207,680542,,Thrissur,Kerala,
5208,680103,,Thrissur,Kerala,
5209,680508,,Thrissur,Kerala,
5210,680104,,Thrissur,Kerala,
5211,680563,,Thrissur,Kerala,
5212,680541,,Thrissur,Kerala,
5213,680751,,Thrissur,Kerala,
5214,680552,,Thrissur,Kerala,
5215,680652,,Thrissur,Kerala,
5216,680653,,Thrissur,Kerala,
5217,680012,,Thrissur,Kerala,
5218,680014,,Thrissur,Kerala,
5219,680569,,Thrissur,Kerala,
5220,680586,,Thrissur,Kerala,
5221,679531,,Thrissur,Kerala,
5222,680589,,Thrissur,Kerala,
5223,680584,,Thrissur,Kerala,
5224,679106,,Thrissur,Kerala,
5225,680590,,Thrissur,Kerala,
5226,680581,,Thrissur,Kerala,
5227,680588,,Thrissur,Kerala,
5228,680585,,Thrissur,Kerala,
5229,680601,,Thrissur,Kerala,
5230,680623,,Thrissur,Kerala,
5231,691526,,Pathanamthitta,Kerala,
5232,689694,,Kollam,Kerala,
5233,689693,,Pathanamthitta,Kerala,
5234,689503,,Pathanamthitta,Kerala,
5235,690540,,Kollam,Kerala,
5236,689501,,Pathanamthitta,Kerala,
5237,691554,,Pathanamthitta,Kerala,
5238,690522,,Kollam,Kerala,
5239,691525,,Pathanamthitta,Kerala,
5240,689663,,Pathanamthitta,Kerala,
5241,689649,,Pathanamthitta,Kerala,
5242,689691,,Pathanamthitta,Kerala,
5243,689653,,Pathanamthitta,Kerala,
5244,689642,,Pathanamthitta,Kerala,
5245,689647,,Pathanamthitta,Kerala,
5246,689711,,Pathanamthitta,Kerala,
5247,689672,,Pathanamthitta,Kerala,
5248,689673,,Pathanamthitta,Kerala,
5249,689667,,Pathanamthitta,Kerala,
5250,689662,,Pathanamthitta,Kerala,
5251,689698,,Pathanamthitta,Kerala,
5252,689656,,Pathanamthitta,Kerala,
5253,691306,,Kollam,Kerala,
5254,691533,,Kollam,Kerala,
5255,691322,,Kollam,Kerala,
5256,691312,,Kollam,Kerala,
5257,691309,,Kollam,Kerala,
5258,691508,,Kollam,Kerala,
5259,689695,,Kollam,Kerala,
5260,689696,,Kollam,Kerala,
5261,691332,,Kollam,Kerala,
5262,691333,,Kollam,Kerala,
5263,691331,,Kollam,Kerala,
5264,690573,,Kollam,Kerala,
5265,691583,,Kollam,Kerala,
5266,690574,,Kollam,Kerala,
5267,690526,,Kollam,Kerala,
5268,690547,,Kollam,Kerala,
5269,690523,,Kollam,Kerala,
5270,690524,,Kollam,Kerala,
5271,691573,,Kollam,Kerala,
5272,691011,,Kollam,Kerala,
5273,691576,,Kollam,Kerala,
5274,691579,,Kollam,Kerala,
5275,691015,,Kollam,Kerala,
5276,691303,,Kollam,Kerala,
5277,691503,,Kollam,Kerala,
5278,691334,,Kollam,Kerala,
5279,691601,,Kollam,Kerala,
5280,691534,,Kollam,Kerala,
5281,691536,,Kollam,Kerala,
5282,691543,,Kollam,Kerala,
5283,691521,,Kollam,Kerala,
5284,691509,,Kollam,Kerala,
5285,691535,,Kollam,Kerala,
5286,691510,,Kollam,Kerala,
5287,691537,,Kollam,Kerala,
5288,691531,,Kollam,Kerala,
5289,691507,,Kollam,Kerala,
5290,691532,,Kollam,Kerala,
5291,689122,,Pathanamthitta,Kerala,
5292,689611,,Pathanamthitta,Kerala,
5293,689511,,Alappuzha,Kerala,
5294,689532,,Pathanamthitta,Kerala,
5295,689124,,Alappuzha,Kerala,
5296,689615,,Pathanamthitta,Kerala,
5297,689547,,Pathanamthitta,Kerala,
5298,689573,,Alappuzha,Kerala,
5299,689102,,Pathanamthitta,Kerala,
5300,689106,,Pathanamthitta,Kerala,
5301,689585,,Pathanamthitta,Kerala,
5302,689621,,Pathanamthitta,Kerala,
5303,689108,,Pathanamthitta,Kerala,
5304,689595,,Alappuzha,Kerala,
5305,689541,,Pathanamthitta,Kerala,
5306,695102,,Thiruvananthapuram,Kerala,
5307,695304,,Thiruvananthapuram,Kerala,
5308,695311,,Thiruvananthapuram,Kerala,
5309,695306,,Thiruvananthapuram,Kerala,
5310,695605,,Thiruvananthapuram,Kerala,
5311,695301,,Thiruvananthapuram,Kerala,
5312,695601,,Thiruvananthapuram,Kerala,
5313,695104,,Thiruvananthapuram,Kerala,
5314,695603,,Thiruvananthapuram,Kerala,
5315,695307,,Thiruvananthapuram,Kerala,
5316,695604,,Thiruvananthapuram,Kerala,
5317,695584,,Thiruvananthapuram,Kerala,
5318,695303,,Thiruvananthapuram,Kerala,
5319,695614,,Thiruvananthapuram,Kerala,
5320,695143,,Thiruvananthapuram,Kerala,
5321,695607,,Thiruvananthapuram,Kerala,
5322,695581,,Thiruvananthapuram,Kerala,
5323,695583,,Thiruvananthapuram,Kerala,
5324,695008,,Thiruvananthapuram,Kerala,
5325,695122,,Thiruvananthapuram,Kerala,
5326,695123,,Thiruvananthapuram,Kerala,
5327,695501,,Thiruvananthapuram,Kerala,
5328,695504,,Thiruvananthapuram,Kerala,
5329,695124,,Thiruvananthapuram,Kerala,
5330,695526,,Thiruvananthapuram,Kerala,
5331,695525,,Thiruvananthapuram,Kerala,
5332,695133,,Thiruvananthapuram,Kerala,
5333,695542,,Thiruvananthapuram,Kerala,
5334,695572,,Thiruvananthapuram,Kerala,
5335,695043,,Thiruvananthapuram,Kerala,
5336,695574,,Thiruvananthapuram,Kerala,
5337,695571,,Thiruvananthapuram,Kerala,
5338,695541,,Thiruvananthapuram,Kerala,
5339,695562,,Thiruvananthapuram,Kerala,
5340,695563,,Thiruvananthapuram,Kerala,
5341,695573,,Thiruvananthapuram,Kerala,
5342,695013,,Thiruvananthapuram,Kerala,
5343,695543,,Thiruvananthapuram,Kerala,
5344,695551,,Thiruvananthapuram,Kerala,
5345,695521,,Thiruvananthapuram,Kerala,
5346,673616,,Kozhikode,Kerala,
5347,673611,,Kozhikode,Kerala,
5348,673010,,Kozhikode,Kerala,
5349,673580,,Kozhikode,Kerala,
5350,673572,,Kozhikode,Kerala,
5351,673571,,Kozhikode,Kerala,
5352,673604,,Kozhikode,Kerala,
5353,673602,,Kozhikode,Kerala,
5354,673613,,Kozhikode,Kerala,
5355,673585,,Kozhikode,Kerala,
5356,673601,,Kozhikode,Kerala,
5357,673573,,Kozhikode,Kerala,
5358,673008,,Kozhikode,Kerala,
5359,673632,,Malappuram,Kerala,
5360,673014,,Kozhikode,Kerala,
5361,673003,,Kozhikode,Kerala,
5362,673661,,Kozhikode,Kerala,
5363,673019,,Kozhikode,Kerala,
5364,673595,,Wayanad,Kerala,
5365,673122,,Wayanad,Kerala,
5366,673596,,Wayanad,Kerala,
5367,673577,,Wayanad,Kerala,
5368,673575,,Wayanad,Kerala,
5369,673579,,Wayanad,Kerala,
5370,673592,,Wayanad,Kerala,
5371,673576,,Wayanad,Kerala,
5372,670646,,Wayanad,Kerala,
5373,670645,,Wayanad,Kerala,
5374,670721,,Wayanad,Kerala,
5375,670644,,Wayanad,Kerala,
5376,670731,,Wayanad,Kerala,
5377,670009,,Kannur,Kerala,
5378,670301,,Kannur,Kerala,
5379,670011,,Kannur,Kerala,
5380,670006,,Kannur,Kerala,
5381,670595,,Kannur,Kerala,
5382,670604,,Kannur,Kerala,
5383,670602,,Kannur,Kerala,
5384,670622,,Kannur,Kerala,
5385,670561,,Kannur,Kerala,
5386,670303,,Kannur,Kerala,
5387,670305,,Kannur,Kerala,
5388,670571,,Kannur,Kerala,
5389,670632,,Kannur,Kerala,
5390,670581,,Kannur,Kerala,
5391,670511,,Kannur,Kerala,
5392,670562,,Kannur,Kerala,
5393,670142,,Kannur,Kerala,
5394,670521,,Kannur,Kerala,
5395,670582,,Kannur,Kerala,
5396,670563,,Kannur,Kerala,
5397,670502,,Kannur,Kerala,
5398,670307,,Kannur,Kerala,
5399,670633,,Kannur,Kerala,
5400,670308,,Kannur,Kerala,
5401,670631,,Kannur,Kerala,
5402,671531,,Kasaragod,Kerala,
5403,671311,,Kasaragod,Kerala,
5404,671314,,Kasaragod,Kerala,
5405,671533,,Kasaragod,Kerala,
5406,671534,,Kasaragod,Kerala,
5407,671532,,Kasaragod,Kerala,
5408,671310,,Kasaragod,Kerala,
5409,671319,,Kasaragod,Kerala,
5410,671541,,Kasaragod,Kerala,
5411,671317,,Kasaragod,Kerala,
5412,671121,,Kasaragod,Kerala,
5413,671124,,Kasaragod,Kerala,
5414,671321,,Kasaragod,Kerala,
5415,671324,,Kasaragod,Kerala,
5416,671323,,Kasaragod,Kerala,
5417,671542,,Kasaragod,Kerala,
5418,671543,,Kasaragod,Kerala,
5419,671552,,Kasaragod,Kerala,
5420,671322,,Kasaragod,Kerala,
5421,671123,,Kasaragod,Kerala,
5422,679357,,Malappuram,Kerala,
5423,679321,,Malappuram,Kerala,
5424,679340,,Malappuram,Kerala,
5425,676519,,Malappuram,Kerala,
5426,679338,,Malappuram,Kerala,
5427,679326,,Malappuram,Kerala,
5428,676509,,Malappuram,Kerala,
5429,679322,,Malappuram,Kerala,
5430,679341,,Malappuram,Kerala,
5431,673639,,Malappuram,Kerala,
5432,679334,,Malappuram,Kerala,
5433,676541,,Malappuram,Kerala,
5434,676525,,Malappuram,Kerala,
5435,676123,,Malappuram,Kerala,
5436,679303,,Palakkad,Kerala,
5437,676523,,Malappuram,Kerala,
5438,673638,,Malappuram,Kerala,
5439,673641,,Malappuram,Kerala,
5440,676542,,Malappuram,Kerala,
5441,679333,,Malappuram,Kerala,
5442,676122,,Malappuram,Kerala,
5443,679330,,Malappuram,Kerala,
5444,679329,,Malappuram,Kerala,
5445,676521,,Malappuram,Kerala,
5446,679332,,Malappuram,Kerala,
5447,673637,,Malappuram,Kerala,
5448,679327,,Malappuram,Kerala,
5449,679339,,Malappuram,Kerala,
5450,673640,,Malappuram,Kerala,
5451,678581,,Palakkad,Kerala,
5452,679536,,Palakkad,Kerala,
5453,679503,,Palakkad,Kerala,
5454,678596,,Palakkad,Kerala,
5455,678591,,Palakkad,Kerala,
5456,678595,,Palakkad,Kerala,
5457,679523,,Palakkad,Kerala,
5458,678583,,Palakkad,Kerala,
5459,678582,,Palakkad,Kerala,
5460,679308,,Palakkad,Kerala,
5461,679335,,Palakkad,Kerala,
5462,679501,,Palakkad,Kerala,
5463,679535,,Palakkad,Kerala,
5464,678632,,Palakkad,Kerala,
5465,679122,,Palakkad,Kerala,
5466,679513,,Palakkad,Kerala,
5467,678593,,Palakkad,Kerala,
5468,679102,,Palakkad,Kerala,
5469,679533,,Palakkad,Kerala,
5470,678510,,Palakkad,Kerala,
5471,678702,,Palakkad,Kerala,
5472,678684,,Palakkad,Kerala,
5473,678506,,Palakkad,Kerala,
5474,678572,,Palakkad,Kerala,
5475,678508,,Palakkad,Kerala,
5476,678542,,Palakkad,Kerala,
5477,678005,,Palakkad,Kerala,
5478,678631,,Palakkad,Kerala,
5479,678642,,Palakkad,Kerala,
5480,678594,,Palakkad,Kerala,
5481,678004,,Palakkad,Kerala,
5482,678008,,Palakkad,Kerala,
5483,678661,,Palakkad,Kerala,
5484,678701,,Palakkad,Kerala,
5485,678501,,Palakkad,Kerala,
5486,678551,,Palakkad,Kerala,
5487,678624,,Palakkad,Kerala,
5488,670650,,Kannur,Kerala,
5489,670674,,Kannur,Kerala,
5490,670651,,Kannur,Kerala,
5491,670643,,Kannur,Kerala,
5492,670702,,Kannur,Kerala,
5493,670671,,Kannur,Kerala,
5494,670691,,Kannur,Kerala,
5495,670704,,Kannur,Kerala,
5496,670673,,Kannur,Kerala,
5497,670102,,Kannur,Kerala,
5498,670693,,Kannur,Kerala,
5499,670705,,Kannur,Kerala,
5500,679576,,Malappuram,Kerala,
5501,679571,,Malappuram,Kerala,
5502,679574,,Malappuram,Kerala,
5503,679575,,Malappuram,Kerala,
5504,679573,,Malappuram,Kerala,
5505,679579,,Malappuram,Kerala,
5506,676102,,Malappuram,Kerala,
5507,676319,,Malappuram,Kerala,
5508,673314,,Malappuram,Kerala,
5509,676553,,Malappuram,Kerala,
5510,676503,,Malappuram,Kerala,
5511,676562,,Malappuram,Kerala,
5512,676561,,Malappuram,Kerala,
5513,676303,,Malappuram,Kerala,
5514,676106,,Malappuram,Kerala,
5515,676510,,Malappuram,Kerala,
5516,676103,,Malappuram,Kerala,
5517,676301,,Malappuram,Kerala,
5518,676306,,Malappuram,Kerala,
5519,676508,,Malappuram,Kerala,
5520,676552,,Malappuram,Kerala,
5521,676317,,Malappuram,Kerala,
5522,676304,,Malappuram,Kerala,
5523,673315,,Kozhikode,Kerala,
5524,673612,,Kozhikode,Kerala,
5525,673306,,Kozhikode,Kerala,
5526,673527,,Kozhikode,Kerala,
5527,673526,,Kozhikode,Kerala,
5528,673307,,Kozhikode,Kerala,
5529,673524,,Kozhikode,Kerala,
5530,673614,,Kozhikode,Kerala,
5531,673523,,Kozhikode,Kerala,
5532,673525,,Kozhikode,Kerala,
5533,673528,,Kozhikode,Kerala,
5534,673323,,Kozhikode,Kerala,
5535,673620,,Kozhikode,Kerala,
5536,673574,,Kozhikode,Kerala,
5537,673507,,Kozhikode,Kerala,
5538,673506,,Kozhikode,Kerala,
5539,673513,,Kozhikode,Kerala,
5540,673508,,Kozhikode,Kerala,
5541,673104,,Kozhikode,Kerala,
5542,673501,,Kozhikode,Kerala,
5543,673522,,Kozhikode,Kerala,
5544,673503,,Kozhikode,Kerala,
5545,673541,,Kozhikode,Kerala,
5546,673505,,Kozhikode,Kerala,
5547,673542,,Kozhikode,Kerala,
5548,481111,,Balaghat,Madhya Pradesh,
5549,481102,,Balaghat,Madhya Pradesh,
5550,481051,,Balaghat,Madhya Pradesh,
5551,481332,,Balaghat,Madhya Pradesh,
5552,481117,,Balaghat,Madhya Pradesh,
5553,481226,,Balaghat,Madhya Pradesh,
5554,481224,,Balaghat,Madhya Pradesh,
5555,481445,,Balaghat,Madhya Pradesh,
5556,481337,,Balaghat,Madhya Pradesh,
5557,481115,,Balaghat,Madhya Pradesh,
5558,481441,,Balaghat,Madhya Pradesh,
5559,481551,,Balaghat,Madhya Pradesh,
5560,481222,,Balaghat,Madhya Pradesh,
5561,481116,,Balaghat,Madhya Pradesh,
5562,481556,,Balaghat,Madhya Pradesh,
5563,481335,,Balaghat,Madhya Pradesh,
5564,481449,,Balaghat,Madhya Pradesh,
5565,481105,,Balaghat,Madhya Pradesh,
5566,481331,,Balaghat,Madhya Pradesh,
5567,481661,,Mandla,Madhya Pradesh,
5568,481998,,Mandla,Madhya Pradesh,
5569,481771,,Mandla,Madhya Pradesh,
5570,481666,,Mandla,Madhya Pradesh,
5571,481995,,Mandla,Madhya Pradesh,
5572,481672,,Mandla,Madhya Pradesh,
5573,481768,,Mandla,Madhya Pradesh,
5574,481880,,Dindori,Madhya Pradesh,
5575,481882,,Dindori,Madhya Pradesh,
5576,481664,,Mandla,Madhya Pradesh,
5577,481884,,Dindori,Madhya Pradesh,
5578,481665,,Mandla,Madhya Pradesh,
5579,481663,,Mandla,Madhya Pradesh,
5580,481776,,Mandla,Madhya Pradesh,
5581,481885,,Dindori,Madhya Pradesh,
5582,481662,,Mandla,Madhya Pradesh,
5583,122101,,Gurugram,Haryana,
5584,122102,,Gurugram,Haryana,
5585,122413,,Gurugram,Haryana,
5586,122104,,Nuh,Haryana,
5587,122504,,Gurugram,Haryana,
5588,122502,,Rewari,Haryana,
5589,122108,,Nuh,Haryana,
5590,122004,,Gurugram,Haryana,
5591,122107,,Nuh,Haryana,
5592,122006,,Gurugram,Haryana,
5593,122103,,Gurugram,Haryana,
5594,122105,,Nuh,Haryana,
5595,123501,,Rewari,Haryana,
5596,123034,,Mahendragarh,Haryana,
5597,123411,,Rewari,Haryana,
5598,123106,,Rewari,Haryana,
5599,123027,,Mahendragarh,Haryana,
5600,123103,,Rewari,Haryana,
5601,123101,,Rewari,Haryana,
5602,123302,,Rewari,Haryana,
5603,123102,,Rewari,Haryana,
5604,123029,,Mahendragarh,Haryana,
5605,123303,,Rewari,Haryana,
5606,123023,,Mahendragarh,Haryana,
5607,123028,,Mahendragarh,Haryana,
5608,123035,,Rewari,Haryana,
5609,123024,,Mahendragarh,Haryana,
5610,123401,,Rewari,Haryana,
5611,125047,,Fatehabad,Haryana,
5612,125007,,Hisar,Haryana,
5613,125011,,Hisar,Haryana,
5614,125121,,Hisar,Haryana,
5615,125053,,Fatehabad,Haryana,
5616,125106,,Fatehabad,Haryana,
5617,125050,,Fatehabad,Haryana,
5618,125033,,Hisar,Haryana,
5619,125133,,Fatehabad,Haryana,
5620,125038,,Hisar,Haryana,
5621,125052,,Hisar,Haryana,
5622,125005,,Hisar,Haryana,
5623,125039,,Hisar,Haryana,
5624,125051,,Fatehabad,Haryana,
5625,125044,,Hisar,Haryana,
5626,125120,,Fatehabad,Haryana,
5627,125113,,Hisar,Haryana,
5628,125055,,Sirsa,Haryana,
5629,125078,,Sirsa,Haryana,
5630,125101,,Sirsa,Haryana,
5631,125110,,Sirsa,Haryana,
5632,125102,,Sirsa,Haryana,
5633,125103,,Sirsa,Haryana,
5634,125201,,Sirsa,Haryana,
5635,125104,,Sirsa,Haryana,
5636,125077,,Sirsa,Haryana,
5637,125075,,Sirsa,Haryana,
5638,126102,,Jind,Haryana,
5639,126111,,Jind,Haryana,
5640,126110,,Jind,Haryana,
5641,126101,,Jind,Haryana,
5642,126125,,Jind,Haryana,
5643,126116,,Jind,Haryana,
5644,126113,,Jind,Haryana,
5645,126112,,Jind,Haryana,
5646,126114,,Jind,Haryana,
5647,126115,,Jind,Haryana,
5648,126152,,Jind,Haryana,
5649,132039,,Karnal,Haryana,
5650,132040,,Karnal,Haryana,
5651,132054,,Karnal,Haryana,
5652,132114,,Karnal,Haryana,
5653,132041,,Karnal,Haryana,
5654,132036,,Karnal,Haryana,
5655,132022,,Karnal,Haryana,
5656,132037,,Karnal,Haryana,
5657,132157,,Karnal,Haryana,
5658,132117,,Karnal,Haryana,
5659,132024,,Karnal,Haryana,
5660,132023,,Karnal,Haryana,
5661,132046,,Karnal,Haryana,
5662,132116,,Karnal,Haryana,
5663,132115,,Panipat,Haryana,
