id,pincode,district_id,district,statename,state_id
4313,571124,,Mysuru,Karnataka,
4314,571122,,Mysuru,Karnataka,
4315,571457,,Chamarajanagara,Karnataka,
4316,571441,,Chamarajanagara,Karnataka,
4317,571109,,Chamarajanagara,Karnataka,
4318,571111,,Chamarajanagara,Karnataka,
4319,571126,,Chamarajanagara,Karnataka,
4320,571128,,Chamarajanagara,Karnataka,
4321,571314,,Mysuru,Karnataka,
4322,571315,,Mysuru,Karnataka,
4323,571118,,Mysuru,Karnataka,
4324,571312,,Mysuru,Karnataka,
4325,571129,,Mysuru,Karnataka,
4326,571302,,Mysuru,Karnataka,
4327,571123,,Chamarajanagara,Karnataka,
4328,571320,,Chamarajanagara,Karnataka,
4329,576112,,Udupi,Karnataka,
4330,574104,,Udupi,Karnataka,
4331,574197,,Dakshina Kannada,Karnataka,
4332,574226,,Dakshina Kannada,Karnataka,
4333,574227,,Dakshina Kannada,Karnataka,
4334,574108,,Udupi,Karnataka,
4335,574109,,Dakshina Kannada,Karnataka,
4336,574110,,Udupi,Karnataka,
4337,574236,,Dakshina Kannada,Karnataka,
4338,574242,,Dakshina Kannada,Karnataka,
4339,574210,,Dakshina Kannada,Karnataka,
4340,574211,,Dakshina Kannada,Karnataka,
4341,574212,,Dakshina Kannada,Karnataka,
4342,574214,,Dakshina Kannada,Karnataka,
4343,574216,,Dakshina Kannada,Karnataka,
4344,574248,,Dakshina Kannada,Karnataka,
4345,574217,,Dakshina Kannada,Karnataka,
4346,574218,,Dakshina Kannada,Karnataka,
4347,574220,,Dakshina Kannada,Karnataka,
4348,574326,,Dakshina Kannada,Karnataka,
4349,574328,,Dakshina Kannada,Karnataka,
4350,574223,,Dakshina Kannada,Karnataka,
4351,574323,,Dakshina Kannada,Karnataka,
4352,574253,,Dakshina Kannada,Karnataka,
4353,574325,,Dakshina Kannada,Karnataka,
4354,574229,,Dakshina Kannada,Karnataka,
4355,574230,,Dakshina Kannada,Karnataka,
4356,574259,,Dakshina Kannada,Karnataka,
4357,574232,,Dakshina Kannada,Karnataka,
4358,574233,,Dakshina Kannada,Karnataka,
4359,574234,,Dakshina Kannada,Karnataka,
4360,574237,,Dakshina Kannada,Karnataka,
4361,574239,,Dakshina Kannada,Karnataka,
4362,574240,,Dakshina Kannada,Karnataka,
4363,574241,,Dakshina Kannada,Karnataka,
4364,574243,,Dakshina Kannada,Karnataka,
4365,574265,,Dakshina Kannada,Karnataka,
4366,577301,,Shivamogga,Karnataka,
4367,577425,,Shivamogga,Karnataka,
4368,577243,,Shivamogga,Karnataka,
4369,577215,,Davangere,Karnataka,
4370,577227,,Shivamogga,Karnataka,
4371,577233,,Shivamogga,Karnataka,
4372,577221,,Davangere,Karnataka,
4373,577552,,Davangere,Karnataka,
4374,577224,,Davangere,Karnataka,
4375,577544,,Davangere,Karnataka,
4376,577401,,Shivamogga,Karnataka,
4377,577432,,Shivamogga,Karnataka,
4378,577412,,Shivamogga,Karnataka,
4379,577413,,Shivamogga,Karnataka,
4380,577453,,Shivamogga,Karnataka,
4381,577417,,Shivamogga,Karnataka,
4382,577418,,Shivamogga,Karnataka,
4383,577419,,Shivamogga,Karnataka,
4384,577421,,Shivamogga,Karnataka,
4385,577452,,Shivamogga,Karnataka,
4386,577427,,Shivamogga,Karnataka,
4387,577428,,Shivamogga,Karnataka,
4388,577429,,Shivamogga,Karnataka,
4389,577434,,Shivamogga,Karnataka,
4390,577411,,Shivamogga,Karnataka,
4391,577414,,Shivamogga,Karnataka,
4392,577230,,Davangere,Karnataka,
4393,577415,,Shivamogga,Karnataka,
4394,577214,,Shivamogga,Karnataka,
4395,577216,,Shivamogga,Karnataka,
4396,577217,,Davangere,Karnataka,
4397,577436,,Shivamogga,Karnataka,
4398,577231,,Davangere,Karnataka,
4399,577219,,Davangere,Karnataka,
4400,577220,,Shivamogga,Karnataka,
4401,577223,,Davangere,Karnataka,
4402,577426,,Shivamogga,Karnataka,
4403,577225,,Davangere,Karnataka,
4404,577202,,Shivamogga,Karnataka,
4405,577226,,Shivamogga,Karnataka,
4406,577204,,Shivamogga,Karnataka,
4407,572211,,Tumakuru,Karnataka,
4408,572111,,Tumakuru,Karnataka,
4409,572213,,Tumakuru,Karnataka,
4410,572117,,Tumakuru,Karnataka,
4411,572214,,Tumakuru,Karnataka,
4412,572215,,Tumakuru,Karnataka,
4413,572216,,Tumakuru,Karnataka,
4414,572119,,Tumakuru,Karnataka,
4415,572218,,Tumakuru,Karnataka,
4416,572123,,Tumakuru,Karnataka,
4417,572219,,Tumakuru,Karnataka,
4418,572220,,Tumakuru,Karnataka,
4419,572228,,Tumakuru,Karnataka,
4420,572126,,Tumakuru,Karnataka,
4421,572130,,Tumakuru,Karnataka,
4422,572221,,Tumakuru,Karnataka,
4423,572222,,Tumakuru,Karnataka,
4424,572134,,Tumakuru,Karnataka,
4425,572223,,Tumakuru,Karnataka,
4426,572224,,Tumakuru,Karnataka,
4427,572225,,Tumakuru,Karnataka,
4428,572226,,Tumakuru,Karnataka,
4429,572201,,Tumakuru,Karnataka,
4430,572142,,Tumakuru,Karnataka,
4431,572112,,Tumakuru,Karnataka,
4432,572113,,Tumakuru,Karnataka,
4433,572116,,Tumakuru,Karnataka,
4434,572118,,Tumakuru,Karnataka,
4435,572120,,Tumakuru,Karnataka,
4436,572121,,Tumakuru,Karnataka,
4437,572122,,Tumakuru,Karnataka,
4438,572124,,Tumakuru,Karnataka,
4439,572125,,Tumakuru,Karnataka,
4440,572127,,Tumakuru,Karnataka,
4441,572128,,Tumakuru,Karnataka,
4442,572129,,Tumakuru,Karnataka,
4443,572104,,Tumakuru,Karnataka,
4444,572107,,Tumakuru,Karnataka,
4445,572132,,Tumakuru,Karnataka,
4446,572105,,Tumakuru,Karnataka,
4447,572133,,Tumakuru,Karnataka,
4448,572106,,Tumakuru,Karnataka,
4449,572135,,Tumakuru,Karnataka,
4450,572136,,Tumakuru,Karnataka,
4451,561202,,Tumakuru,Karnataka,
4452,572175,,Tumakuru,Karnataka,
4453,572137,,Tumakuru,Karnataka,
4454,572102,,Tumakuru,Karnataka,
4455,572139,,Tumakuru,Karnataka,
4456,572138,,Tumakuru,Karnataka,
4457,572140,,Tumakuru,Karnataka,
4458,572141,,Tumakuru,Karnataka,
4459,576211,,Udupi,Karnataka,
4460,576214,,Udupi,Karnataka,
4461,576283,,Udupi,Karnataka,
4462,576282,,Udupi,Karnataka,
4463,576222,,Udupi,Karnataka,
4464,576229,,Udupi,Karnataka,
4465,576230,,Udupi,Karnataka,
4466,576235,,Udupi,Karnataka,
4467,576233,,Udupi,Karnataka,
4468,576210,,Udupi,Karnataka,
4469,576213,,Udupi,Karnataka,
4470,576113,,Udupi,Karnataka,
4471,576234,,Udupi,Karnataka,
4472,576221,,Udupi,Karnataka,
4473,576106,,Udupi,Karnataka,
4474,576107,,Udupi,Karnataka,
4475,576124,,Udupi,Karnataka,
4476,576225,,Udupi,Karnataka,
4477,576105,,Udupi,Karnataka,
4478,574103,,Udupi,Karnataka,
4479,574106,,Udupi,Karnataka,
4480,576102,,Udupi,Karnataka,
4481,576120,,Udupi,Karnataka,
4482,574116,,Udupi,Karnataka,
4483,574117,,Udupi,Karnataka,
4484,574118,,Udupi,Karnataka,
4485,688561,,Alappuzha,Kerala,
4486,688006,,Alappuzha,Kerala,
4487,688501,,Alappuzha,Kerala,
4488,688522,,Alappuzha,Kerala,
4489,688506,,Alappuzha,Kerala,
4490,688002,,Alappuzha,Kerala,
4491,688537,,Alappuzha,Kerala,
4492,688539,,Alappuzha,Kerala,
4493,688531,,Alappuzha,Kerala,
4494,688526,,Alappuzha,Kerala,
4495,683511,,Ernakulam,Kerala,
4496,683572,,Ernakulam,Kerala,
4497,683579,,Ernakulam,Kerala,
4498,683581,,Ernakulam,Kerala,
4499,683516,,Ernakulam,Kerala,
4500,683513,,Ernakulam,Kerala,
4501,683594,,Ernakulam,Kerala,
4502,683105,,Ernakulam,Kerala,
4503,686672,,Ernakulam,Kerala,
4504,686665,,Ernakulam,Kerala,
4505,682311,,Ernakulam,Kerala,
4506,686669,,Ernakulam,Kerala,
4507,686673,,Ernakulam,Kerala,
4508,686667,,Ernakulam,Kerala,
4509,686671,,Ernakulam,Kerala,
4510,683549,,Ernakulam,Kerala,
4511,686681,,Ernakulam,Kerala,
4512,683541,,Ernakulam,Kerala,
4513,686691,,Ernakulam,Kerala,
4514,683547,,Ernakulam,Kerala,
4515,686693,,Ernakulam,Kerala,
4516,686692,,Ernakulam,Kerala,
4517,683556,,Ernakulam,Kerala,
4518,686541,,Kottayam,Kerala,
4519,686544,,Kottayam,Kerala,
4520,686533,,Kottayam,Kerala,
4521,686545,,Kottayam,Kerala,
4522,686102,,Alappuzha,Kerala,
4523,686102,,Kottayam,Kerala,
4524,686538,,Kottayam,Kerala,
4525,686103,,Kottayam,Kerala,
4526,686503,,Kottayam,Kerala,
4527,686520,,Kottayam,Kerala,
4528,686514,,Kottayam,Kerala,
4529,686518,,Kottayam,Kerala,
4530,686511,,Pathanamthitta,Kerala,
4531,686512,,Kottayam,Kerala,
4532,686506,,Kottayam,Kerala,
4533,686519,,Kottayam,Kerala,
4534,682313,,Ernakulam,Kerala,
4535,682312,,Ernakulam,Kerala,
4536,682030,,Ernakulam,Kerala,
4537,682314,,Ernakulam,Kerala,
4538,682308,,Ernakulam,Kerala,
4539,682305,,Ernakulam,Kerala,
4540,682301,,Ernakulam,Kerala,
4541,682307,,Ernakulam,Kerala,
4542,685514,,Idukki,Kerala,
4543,685602,,Idukki,Kerala,
4544,685552,,Idukki,Kerala,
4545,685511,,Idukki,Kerala,
4546,685606,,Idukki,Kerala,
4547,685601,,Idukki,Kerala,
4548,685509,,Idukki,Kerala,
4549,685604,,Idukki,Kerala,
4550,685535,,Idukki,Kerala,
4551,685532,,Idukki,Kerala,
4552,685503,,Idukki,Kerala,
4553,685551,,Idukki,Kerala,
4554,685533,,Idukki,Kerala,
4555,685561,,Idukki,Kerala,
4556,685565,,Idukki,Kerala,
4557,685613,,Idukki,Kerala,
4558,685588,,Idukki,Kerala,
4559,685581,,Idukki,Kerala,
4560,685582,,Idukki,Kerala,
4561,685620,,Idukki,Kerala,
4562,685616,,Idukki,Kerala,
4563,685612,,Idukki,Kerala,
4564,685571,,Idukki,Kerala,
4565,685619,,Idukki,Kerala,
4566,685585,,Idukki,Kerala,
4567,685595,,Idukki,Kerala,
4568,685583,,Idukki,Kerala,
4569,685563,,Idukki,Kerala,
4570,680302,,Thrissur,Kerala,
4571,680312,,Thrissur,Kerala,
4572,680309,,Thrissur,Kerala,
4573,680308,,Thrissur,Kerala,
4574,680724,,Thrissur,Kerala,
4575,680305,,Thrissur,Kerala,
4576,680304,,Thrissur,Kerala,
4577,680721,,Thrissur,Kerala,
4578,680722,,Thrissur,Kerala,
4579,680301,,Thrissur,Kerala,
4580,680688,,Thrissur,Kerala,
4581,680703,,Thrissur,Kerala,
4582,680666,,Thrissur,Kerala,
4583,680711,,Thrissur,Kerala,
4584,680664,,Thrissur,Kerala,
4585,680686,,Thrissur,Kerala,
4586,680682,,Thrissur,Kerala,
4587,680701,,Thrissur,Kerala,
4588,680697,,Thrissur,Kerala,
4589,680567,,Thrissur,Kerala,
4590,686631,,Kottayam,Kerala,
4591,686019,,Kottayam,Kerala,
4592,686004,,Kottayam,Kerala,
4593,686013,,Kottayam,Kerala,
4594,686651,,Kottayam,Kerala,
4595,686574,,Kottayam,Kerala,
4596,686578,,Kottayam,Kerala,
4597,686652,,Kottayam,Kerala,
4598,686579,,Kottayam,Kerala,
4599,686582,,Kottayam,Kerala,
4600,686577,,Kottayam,Kerala,
4601,686573,,Kottayam,Kerala,
4602,686576,,Kottayam,Kerala,
4603,481668,,Mandla,Madhya Pradesh,
4604,481778,,Dindori,Madhya Pradesh,
4605,481879,,Dindori,Madhya Pradesh,
4606,481990,,Dindori,Madhya Pradesh,
4607,481996,,Mandla,Madhya Pradesh,
4608,481883,,Dindori,Madhya Pradesh,
4609,480661,,Seoni,Madhya Pradesh,
4610,480887,,Seoni,Madhya Pradesh,
4611,480771,,Seoni,Madhya Pradesh,
4612,480882,,Seoni,Madhya Pradesh,
4613,480667,,Seoni,Madhya Pradesh,
4614,480884,,Seoni,Madhya Pradesh,
4615,480888,,Seoni,Madhya Pradesh,
4616,481001,,Balaghat,Madhya Pradesh,
4617,480997,,Seoni,Madhya Pradesh,
4618,480999,,Seoni,Madhya Pradesh,
4619,480990,,Seoni,Madhya Pradesh,
4620,480994,,Seoni,Madhya Pradesh,
4621,480991,,Seoni,Madhya Pradesh,
4622,480880,,Seoni,Madhya Pradesh,
4623,480886,,Seoni,Madhya Pradesh,
4624,480996,,Seoni,Madhya Pradesh,
4625,463106,,Bhopal,Madhya Pradesh,
4626,463111,,Bhopal,Madhya Pradesh,
4627,462038,,Bhopal,Madhya Pradesh,
4628,462046,,Raisen,Madhya Pradesh,
4629,462120,,Bhopal,Madhya Pradesh,
4630,464993,,Raisen,Madhya Pradesh,
4631,462010,,Bhopal,Madhya Pradesh,
4632,462044,,Bhopal,Madhya Pradesh,
4633,462026,,Bhopal,Madhya Pradesh,
4634,471001,,Chhatarpur,Madhya Pradesh,
4635,488220,,Panna,Madhya Pradesh,
4636,488059,,Panna,Madhya Pradesh,
4637,471311,,Chhatarpur,Madhya Pradesh,
4638,471405,,Chhatarpur,Madhya Pradesh,
4639,471318,,Chhatarpur,Madhya Pradesh,
4640,471525,,Chhatarpur,Madhya Pradesh,
4641,488333,,Panna,Madhya Pradesh,
4642,488222,,Panna,Madhya Pradesh,
4643,471313,,Chhatarpur,Madhya Pradesh,
4644,471301,,Chhatarpur,Madhya Pradesh,
4645,471111,,Chhatarpur,Madhya Pradesh,
4646,471315,,Chhatarpur,Madhya Pradesh,
4647,471510,,Chhatarpur,Madhya Pradesh,
4648,488050,,Panna,Madhya Pradesh,
4649,471606,,Chhatarpur,Madhya Pradesh,
4650,471516,,Chhatarpur,Madhya Pradesh,
4651,471515,,Chhatarpur,Madhya Pradesh,
4652,471501,,Chhatarpur,Madhya Pradesh,
4653,471201,,Chhatarpur,Madhya Pradesh,
4654,488001,,Panna,Madhya Pradesh,
4655,488446,,Panna,Madhya Pradesh,
4656,471625,,Chhatarpur,Madhya Pradesh,
4657,488448,,Panna,Madhya Pradesh,
4658,471408,,Chhatarpur,Madhya Pradesh,
4659,488443,,Panna,Madhya Pradesh,
4660,488442,,Panna,Madhya Pradesh,
4661,472010,,Tikamgarh,Madhya Pradesh,
4662,472111,,Tikamgarh,Madhya Pradesh,
4663,472118,,Tikamgarh,Madhya Pradesh,
4664,472337,,Niwari,Madhya Pradesh,
4665,472115,,Tikamgarh,Madhya Pradesh,
4666,472246,,Niwari,Madhya Pradesh,
4667,472336,,Niwari,Madhya Pradesh,
4668,472447,,Tikamgarh,Madhya Pradesh,
4669,472445,,Niwari,Madhya Pradesh,
4670,472447,,Niwari,Madhya Pradesh,
4671,460001,,Betul,Madhya Pradesh,
4672,460551,,Betul,Madhya Pradesh,
4673,460110,,Betul,Madhya Pradesh,
4674,460004,,Betul,Madhya Pradesh,
4675,460220,,Betul,Madhya Pradesh,
4676,460554,,Betul,Madhya Pradesh,
4677,460330,,Betul,Madhya Pradesh,
4678,460663,,Betul,Madhya Pradesh,
4679,460663,,Chhindwara,Madhya Pradesh,
4680,460443,,Betul,Madhya Pradesh,
4681,460225,,Betul,Madhya Pradesh,
4682,460668,,Betul,Madhya Pradesh,
4683,460661,,Betul,Madhya Pradesh,
4684,460666,,Betul,Madhya Pradesh,
4685,460557,,Betul,Madhya Pradesh,
4686,460440,,Betul,Madhya Pradesh,
4687,480001,,Chhindwara,Madhya Pradesh,
4688,480221,,Chhindwara,Madhya Pradesh,
4689,480111,,Chhindwara,Madhya Pradesh,
4690,480110,,Chhindwara,Madhya Pradesh,
4691,480447,,Chhindwara,Madhya Pradesh,
4692,480115,,Chhindwara,Madhya Pradesh,
4693,480555,,Chhindwara,Madhya Pradesh,
4694,480449,,Chhindwara,Madhya Pradesh,
4695,480224,,Chhindwara,Madhya Pradesh,
4696,480551,,Chhindwara,Madhya Pradesh,
4697,480105,,Chhindwara,Madhya Pradesh,
4698,480557,,Chhindwara,Madhya Pradesh,
4699,480334,,Chhindwara,Madhya Pradesh,
4700,480441,,Chhindwara,Madhya Pradesh,
4701,480109,,Chhindwara,Madhya Pradesh,
4702,480331,,Chhindwara,Madhya Pradesh,
4703,480106,,Chhindwara,Madhya Pradesh,
4704,480223,,Chhindwara,Madhya Pradesh,
4705,480559,,Chhindwara,Madhya Pradesh,
4706,480338,,Chhindwara,Madhya Pradesh,
4707,480107,,Chhindwara,Madhya Pradesh,
4708,480112,,Chhindwara,Madhya Pradesh,
4709,461001,,Hoshangabad,Madhya Pradesh,
4710,461661,,Hoshangabad,Madhya Pradesh,
4711,461221,,Hoshangabad,Madhya Pradesh,
4712,461990,,Hoshangabad,Madhya Pradesh,
4713,461116,,Hoshangabad,Madhya Pradesh,
4714,461331,,Harda,Madhya Pradesh,
4715,461335,,Harda,Madhya Pradesh,
4716,461111,,Hoshangabad,Madhya Pradesh,
4717,461441,,Harda,Madhya Pradesh,
4718,461115,,Hoshangabad,Madhya Pradesh,
4719,461881,,Hoshangabad,Madhya Pradesh,
4720,461775,,Hoshangabad,Madhya Pradesh,
4721,461110,,Hoshangabad,Madhya Pradesh,
4722,461668,,Hoshangabad,Madhya Pradesh,
4723,461223,,Hoshangabad,Madhya Pradesh,
4724,461771,,Hoshangabad,Madhya Pradesh,
4725,461228,,Harda,Madhya Pradesh,
4726,487001,,Narsinghpur,Madhya Pradesh,
4727,487225,,Narsinghpur,Madhya Pradesh,
4728,487330,,Narsinghpur,Madhya Pradesh,
4729,487551,,Narsinghpur,Madhya Pradesh,
4730,487118,,Narsinghpur,Madhya Pradesh,
4731,487114,,Narsinghpur,Madhya Pradesh,
4732,487221,,Narsinghpur,Madhya Pradesh,
4733,487555,,Narsinghpur,Madhya Pradesh,
4734,487661,,Narsinghpur,Madhya Pradesh,
4735,487881,,Narsinghpur,Madhya Pradesh,
4736,487441,,Narsinghpur,Madhya Pradesh,
4737,487110,,Narsinghpur,Madhya Pradesh,
4738,486441,,Rewa,Madhya Pradesh,
4739,486446,,Rewa,Madhya Pradesh,
4740,486226,,Rewa,Madhya Pradesh,
4741,486556,,Rewa,Madhya Pradesh,
4742,486341,,Rewa,Madhya Pradesh,
4743,486333,,Rewa,Madhya Pradesh,
4744,486115,,Rewa,Madhya Pradesh,
4745,486550,,Rewa,Madhya Pradesh,
4746,485778,,Satna,Madhya Pradesh,
4747,486553,,Rewa,Madhya Pradesh,
4748,486335,,Rewa,Madhya Pradesh,
4749,486223,,Rewa,Madhya Pradesh,
4750,486450,,Rewa,Madhya Pradesh,
4751,486117,,Rewa,Madhya Pradesh,
4752,486440,,Rewa,Madhya Pradesh,
4753,486111,,Rewa,Madhya Pradesh,
4754,486123,,Rewa,Madhya Pradesh,
4755,486331,,Rewa,Madhya Pradesh,
4756,486340,,Rewa,Madhya Pradesh,
4757,486447,,Rewa,Madhya Pradesh,
4758,486338,,Rewa,Madhya Pradesh,
4759,486114,,Rewa,Madhya Pradesh,
4760,486445,,Rewa,Madhya Pradesh,
4761,485227,,Satna,Madhya Pradesh,
4762,486220,,Rewa,Madhya Pradesh,
4763,485001,,Satna,Madhya Pradesh,
4764,485773,,Satna,Madhya Pradesh,
4765,485775,,Satna,Madhya Pradesh,
4766,485226,,Satna,Madhya Pradesh,
4767,485221,,Satna,Madhya Pradesh,
4768,485551,,Satna,Madhya Pradesh,
4769,485334,,Satna,Madhya Pradesh,
4770,485113,,Satna,Madhya Pradesh,
4771,485771,,Satna,Madhya Pradesh,
4772,485331,,Satna,Madhya Pradesh,
4773,485774,,Satna,Madhya Pradesh,
4774,485446,,Satna,Madhya Pradesh,
4775,485881,,Satna,Madhya Pradesh,
4776,485115,,Satna,Madhya Pradesh,
4777,485111,,Satna,Madhya Pradesh,
4778,485114,,Satna,Madhya Pradesh,
4779,485772,,Satna,Madhya Pradesh,
4780,485005,,Satna,Madhya Pradesh,
4781,485447,,Satna,Madhya Pradesh,
4782,485441,,Satna,Madhya Pradesh,
4783,470661,,Damoh,Madhya Pradesh,
4784,470664,,Damoh,Madhya Pradesh,
4785,470672,,Damoh,Madhya Pradesh,
4786,470673,,Damoh,Madhya Pradesh,
4787,470775,,Damoh,Madhya Pradesh,
4788,470881,,Damoh,Madhya Pradesh,
4789,470675,,Damoh,Madhya Pradesh,
4790,470663,,Damoh,Madhya Pradesh,
4791,470772,,Damoh,Madhya Pradesh,
4792,470666,,Damoh,Madhya Pradesh,
4793,470880,,Damoh,Madhya Pradesh,
4794,470001,,Sagar,Madhya Pradesh,
4795,470021,,Sagar,Madhya Pradesh,
4796,470335,,Sagar,Madhya Pradesh,
4797,470442,,Sagar,Madhya Pradesh,
4798,470113,,Sagar,Madhya Pradesh,
4799,470226,,Sagar,Madhya Pradesh,
4800,470228,,Sagar,Madhya Pradesh,
4801,470232,,Sagar,Madhya Pradesh,
4802,470223,,Sagar,Madhya Pradesh,
4803,470125,,Sagar,Madhya Pradesh,
4804,470115,,Sagar,Madhya Pradesh,
4805,470337,,Sagar,Madhya Pradesh,
4806,470235,,Sagar,Madhya Pradesh,
4807,470117,,Sagar,Madhya Pradesh,
4808,470441,,Sagar,Madhya Pradesh,
4809,470119,,Sagar,Madhya Pradesh,
4810,470227,,Sagar,Madhya Pradesh,
4811,470120,,Sagar,Madhya Pradesh,
4812,470221,,Sagar,Madhya Pradesh,
4813,484001,,Shahdol,Madhya Pradesh,
4814,484001,,Umaria,Madhya Pradesh,
4815,484886,,Anuppur,Madhya Pradesh,
4816,484117,,Shahdol,Madhya Pradesh,
4817,484224,,Anuppur,Madhya Pradesh,
4818,484224,,Shahdol,Madhya Pradesh,
4819,484664,,Umaria,Madhya Pradesh,
4820,484776,,Shahdol,Madhya Pradesh,
4821,484774,,Shahdol,Madhya Pradesh,
4822,484440,,Anuppur,Madhya Pradesh,
4823,484551,,Umaria,Madhya Pradesh,
4824,484660,,Umaria,Madhya Pradesh,
4825,484110,,Shahdol,Madhya Pradesh,
4826,484770,,Shahdol,Madhya Pradesh,
4827,484771,,Shahdol,Madhya Pradesh,
4828,484330,,Anuppur,Madhya Pradesh,
4829,484669,,Shahdol,Madhya Pradesh,
4830,484444,,Anuppur,Madhya Pradesh,
4831,484334,,Anuppur,Madhya Pradesh,
4832,484665,,Umaria,Madhya Pradesh,
4833,484555,,Umaria,Madhya Pradesh,
4834,484881,,Anuppur,Madhya Pradesh,
4835,484446,,Anuppur,Madhya Pradesh,
4836,484661,,Umaria,Madhya Pradesh,
4837,484113,,Anuppur,Madhya Pradesh,
4838,486661,,Sidhi,Madhya Pradesh,
4839,486675,,Sidhi,Madhya Pradesh,
4840,486776,,Sidhi,Madhya Pradesh,
4841,486882,,Singrauli,Madhya Pradesh,
4842,486771,,Sidhi,Madhya Pradesh,
4843,486892,,Singrauli,Madhya Pradesh,
4844,486881,,Singrauli,Madhya Pradesh,
4845,486669,,Singrauli,Madhya Pradesh,
4846,486669,,Sidhi,Madhya Pradesh,
4847,486666,,Sidhi,Madhya Pradesh,
4848,486775,,Sidhi,Madhya Pradesh,
4849,486670,,Sidhi,Madhya Pradesh,
4850,486889,,Singrauli,Madhya Pradesh,
4851,486886,,Singrauli,Madhya Pradesh,
4852,464551,,Raisen,Madhya Pradesh,
4853,464665,,Raisen,Madhya Pradesh,
4854,464668,,Raisen,Madhya Pradesh,
4855,464570,,Raisen,Madhya Pradesh,
4856,464881,,Raisen,Madhya Pradesh,
4857,464774,,Raisen,Madhya Pradesh,
4858,464884,,Raisen,Madhya Pradesh,
4859,464990,,Raisen,Madhya Pradesh,
4860,464573,,Raisen,Madhya Pradesh,
4861,388220,,Anand,Gujarat,
4862,388220,,Kheda,Gujarat,
4863,388255,,Mahisagar,Gujarat,
4864,388306,,Anand,Gujarat,
4865,394710,,Dang,Gujarat,
4866,396510,,Surat,Gujarat,
4867,394651,,Surat,Gujarat,
4868,394690,,Tapi,Gujarat,
4869,394140,,Surat,Gujarat,
4870,394630,,Tapi,Gujarat,
4871,394305,,Surat,Gujarat,
4872,394635,,Tapi,Gujarat,
4873,394670,,Tapi,Gujarat,
4874,394633,,Tapi,Gujarat,
4875,394310,,Surat,Gujarat,
4876,394163,,Surat,Gujarat,
4877,394335,,Surat,Gujarat,
4878,394651,,Tapi,Gujarat,
4879,394180,,Surat,Gujarat,
4880,394655,,Tapi,Gujarat,
4881,394150,,Surat,Gujarat,
4882,394380,,Tapi,Gujarat,
4883,394340,,Tapi,Gujarat,
4884,394340,,Surat,Gujarat,
4885,394250,,Surat,Gujarat,
4886,394250,,Tapi,Gujarat,
4887,394160,,Surat,Gujarat,
4888,394370,,Tapi,Gujarat,
4889,394715,,Dang,Gujarat,
4890,394350,,Surat,Gujarat,
4891,394716,,Dang,Gujarat,
4892,394246,,Surat,Gujarat,
4893,394170,,Surat,Gujarat,
4894,394375,,Tapi,Gujarat,
4895,394680,,Tapi,Gujarat,
4896,394325,,Surat,Gujarat,
4897,394248,,Surat,Gujarat,
4898,394620,,Tapi,Gujarat,
4899,394620,,Surat,Gujarat,
4900,394355,,Surat,Gujarat,
4901,394641,,Tapi,Gujarat,
4902,394650,,Tapi,Gujarat,
4903,394730,,Dang,Gujarat,
4904,394652,,Tapi,Gujarat,
4905,393041,,Narmada,Gujarat,
4906,393001,,Bharuch,Gujarat,
4907,393105,,Vadodara,Gujarat,
4908,392130,,Bharuch,Gujarat,
4909,392020,,Bharuch,Gujarat,
4910,393040,,Narmada,Gujarat,
4911,393125,,Bharuch,Gujarat,
4912,391810,,Bharuch,Gujarat,
4913,393030,,Bharuch,Gujarat,
4914,392230,,Bharuch,Gujarat,
4915,394810,,Bharuch,Gujarat,
4916,392150,,Bharuch,Gujarat,
4917,393110,,Bharuch,Gujarat,
4918,392160,,Bharuch,Gujarat,
4919,392170,,Bharuch,Gujarat,
4920,393151,,Narmada,Gujarat,
4921,393150,,Narmada,Gujarat,
4922,392210,,Bharuch,Gujarat,
4923,393130,,Bharuch,Gujarat,
4924,392165,,Bharuch,Gujarat,
4925,392220,,Vadodara,Gujarat,
4926,392220,,Bharuch,Gujarat,
4927,394115,,Bharuch,Gujarat,
4928,393115,,Bharuch,Gujarat,
4929,393145,,Narmada,Gujarat,
4930,393020,,Bharuch,Gujarat,
4931,392025,,Bharuch,Gujarat,
4932,393025,,Narmada,Gujarat,
4933,392030,,Bharuch,Gujarat,
4934,393120,,Bharuch,Gujarat,
4935,393120,,Narmada,Gujarat,
4936,392140,,Bharuch,Gujarat,
4937,393135,,Bharuch,Gujarat,
4938,387610,,Kheda,Gujarat,
4939,387635,,Kheda,Gujarat,
4940,387320,,Kheda,Gujarat,
4941,387110,,Kheda,Gujarat,
4942,387620,,Kheda,Gujarat,
4943,387630,,Kheda,Gujarat,
4944,387640,,Kheda,Gujarat,
4945,387130,,Kheda,Gujarat,
4946,387335,,Kheda,Gujarat,
4947,387530,,Kheda,Gujarat,
4948,387550,,Kheda,Gujarat,
4949,387650,,Kheda,Gujarat,
4950,387350,,Kheda,Gujarat,
4951,387560,,Kheda,Gujarat,
4952,387710,,Anand,Gujarat,
4953,387710,,Kheda,Gujarat,
4954,387570,,Kheda,Gujarat,
4955,387430,,Kheda,Gujarat,
4956,387365,,Kheda,Gujarat,
4957,388140,,Anand,Gujarat,
4958,388430,,Anand,Gujarat,
4959,388625,,Anand,Gujarat,
4960,388590,,Anand,Gujarat,
4961,388550,,Anand,Gujarat,
4962,388440,,Anand,Gujarat,
4963,388440,,Kheda,Gujarat,
4964,387330,,Kheda,Gujarat,
